,sample,pair,kind,time,accuracy,init,alpha,Objective
0,0,0,uniform,0.0,0.1861000206716893,,,-1.0
1,0,0,maximal,0.0,0.9262388673213062,,,-1.0
2,0,0,init,28.19448614120484,0.8147834505270175,,,-1.0
3,0,0,PASTE,64.88544178009033,0.5273084919515685,False,1e-05,2.032654850170118
4,0,0,PASTE,43.97768998146057,0.5309788531866327,True,1e-05,2.0326381946706777
5,0,0,PASTE,119.5602560043335,0.7423617026112376,False,0.001,2.0631093136425083
6,0,0,PASTE,47.15105485916138,0.7405811233926707,True,0.001,2.062800866463613
7,0,0,PASTE,27.355867862701416,0.1861000206716893,False,0.1,48.39813620097816
8,0,0,PASTE,587.6971819400787,0.8159939348614486,True,0.1,1.988564894029903
9,0,0,PASTE,45.62232685089111,0.2670163717613913,False,0.9,319.4929289568208
10,0,0,PASTE,346.02744579315186,0.81587661490807,True,0.9,0.9561203805559776
11,0,0,PASTE,44.69839787483215,0.2624415429521997,False,0.999,354.4702582156397
12,0,0,PASTE,326.10123586654663,0.8158755326206774,True,0.999,0.8272651280264736
13,0,0,PASTE,44.55951714515686,0.2578956112163947,False,0.99999,354.9357635684209
14,0,0,PASTE,307.7779929637909,0.8158755326206774,True,0.99999,0.8259763621267244
15,0,1,uniform,0.0,0.2081957280631343,,,-1.0
16,0,1,maximal,0.0,0.7643125783535312,,,-1.0
17,0,1,init,307.7779929637909,0.2120629582342567,,,-1.0
18,0,1,PASTE,93.78664326667786,0.4929775863929894,False,1e-05,2.0590173521501653
19,0,1,PASTE,52.157727003097534,0.4984855348538417,True,1e-05,2.0590095559672714
20,0,1,PASTE,117.61132001876832,0.305053122226881,False,0.001,2.122571854209776
21,0,1,PASTE,53.34347224235535,0.2969470119469062,True,0.001,2.122407274226719
22,0,1,PASTE,32.34859609603882,0.2081957280631343,False,0.1,51.09746875868781
23,0,1,PASTE,75.56531882286072,0.219816695322534,True,0.1,2.6349562983490618
24,0,1,PASTE,32.409448862075806,0.2081957280631343,False,0.9,442.0248678590643
25,0,1,PASTE,80.46944904327393,0.2204449550131311,True,0.9,6.110870022369397
26,0,1,PASTE,31.58877396583557,0.2081957280631343,False,0.999,490.4021334880716
27,0,1,PASTE,74.71160292625427,0.219859399995055,True,0.999,6.542526255098365
28,0,1,PASTE,30.96478009223938,0.2081957280631343,False,0.99999,490.88590614428807
29,0,1,PASTE,73.3285481929779,0.2200335587153922,True,0.99999,6.562889881785292
30,0,2,uniform,0.0,0.2469924390292498,,,-1.0
31,0,2,maximal,0.0,0.9458838278311744,,,-1.0
32,0,2,init,73.3285481929779,0.8695511684098578,,,-1.0
33,0,2,PASTE,55.88330864906311,0.5657921732493414,False,1e-05,2.0971781240651755
34,0,2,PASTE,77.70206308364868,0.5911967092494999,True,1e-05,2.097257229488541
35,0,2,PASTE,146.32069396972656,0.7863300400171106,False,0.001,2.1355789299094896
36,0,2,PASTE,79.27145195007324,0.7744571059595863,True,0.001,2.135384743441973
37,0,2,PASTE,33.843510150909424,0.2469924390292498,False,0.1,51.51509500262577
38,0,2,PASTE,98.69655585289,0.8700639038184611,True,0.1,2.1089174483471207
39,0,2,PASTE,33.042343854904175,0.2469924390292498,False,0.9,381.2176236066546
40,0,2,PASTE,120.61434292793274,0.8740647958170326,True,0.9,1.4249242491294998
41,0,2,PASTE,54.04758095741272,0.2842846028618371,False,0.999,405.5855110281699
42,0,2,PASTE,121.06036925315856,0.8729598057473856,True,0.999,1.3427730243898406
43,0,2,PASTE,54.61017394065857,0.2789285171961291,False,0.99999,406.73005160336976
44,0,2,PASTE,55.01427888870239,0.8694228367101251,True,0.99999,1.3566615319551816
45,1,0,uniform,0.0,0.4102435053972106,,,-1.0
46,1,0,maximal,0.0,0.9292984869325996,,,-1.0
47,1,0,init,55.01427888870239,0.9025389186463216,,,-1.0
48,1,0,PASTE,39.96011281013489,0.6975820066892011,False,1e-05,1.792292821276126
49,1,0,PASTE,39.223252058029175,0.6979417812831132,True,1e-05,1.7922188193075623
50,1,0,PASTE,51.49392485618591,0.8488782417724784,False,0.001,1.8199370412858
51,1,0,PASTE,40.591861963272095,0.8495776499018067,True,0.001,1.8198764481796208
52,1,0,PASTE,839.4070987701416,0.915010735974029,False,0.1,1.870246461970689
53,1,0,PASTE,760.5676798820496,0.915010735974029,True,0.1,1.870246461970689
54,1,0,PASTE,1273.5936040878296,0.9129778318032112,False,0.9,1.8925720093639185
55,1,0,PASTE,633.1979598999023,0.9129778318032112,True,0.9,1.8925720093639185
56,1,0,PASTE,2067.688320875168,0.4134633892820329,False,0.999,4.578812926523029
57,1,0,PASTE,652.7838129997253,0.9131743453464926,True,0.999,1.8945589020520024
58,1,0,PASTE,31.79687786102295,0.4352174701171852,False,0.99999,289.72467530217176
59,1,0,PASTE,639.6424248218536,0.9131743453464926,True,0.99999,1.894578633408728
60,1,1,uniform,0.0,0.3485747980204934,,,-1.0
61,1,1,maximal,0.0,0.7886119257086999,,,-1.0
62,1,1,init,639.6424248218536,0.5933623557404483,,,-1.0
63,1,1,PASTE,36.59641408920288,0.5564966578344923,False,1e-05,1.7893824467491437
64,1,1,PASTE,78.54433608055115,0.5766439505499266,True,1e-05,1.796830558842073
65,1,1,PASTE,82.83406186103821,0.6193513866682137,False,0.001,1.855652775808417
66,1,1,PASTE,40.51654601097107,0.6123182731709834,True,0.001,1.8549220419221584
67,1,1,PASTE,158.42028999328613,0.5952386665689962,False,0.1,2.8781758513566014
68,1,1,PASTE,51.65627789497376,0.5913877459263781,True,0.1,2.857555587608035
69,1,1,PASTE,117.14776706695557,0.5440288944289947,False,0.9,10.882878716305166
70,1,1,PASTE,86.03574395179749,0.5922503353110972,True,0.9,10.479223902595342
71,1,1,PASTE,622.4114360809326,0.3318382204978874,False,0.999,13.905444292201077
72,1,1,PASTE,38.362961292266846,0.5915047785515374,True,0.999,11.457052670932557
73,1,1,PASTE,343.773423910141,0.4297560080255778,False,0.99999,13.297604469368997
74,1,1,PASTE,37.5297122001648,0.5912732391852152,True,0.99999,11.478779905464092
75,1,2,uniform,0.0,0.2809161155561994,,,-1.0
76,1,2,maximal,0.0,0.9042033235581622,,,-1.0
77,1,2,init,37.5297122001648,0.8631302571714757,,,-1.0
78,1,2,PASTE,39.71619319915772,0.6167748271242895,False,1e-05,1.7679781867568638
79,1,2,PASTE,100.16937017440796,0.6346906942785074,True,1e-05,1.7751627340326632
80,1,2,PASTE,104.15940117836,0.8108444058264844,False,0.001,1.8299241291904524
81,1,2,PASTE,57.2660768032074,0.8087619021758794,True,0.001,1.829962530093581
82,1,2,PASTE,24.18933606147766,0.2809161155561995,False,0.1,44.5065042812135
83,1,2,PASTE,671.969731092453,0.8617386529572908,True,0.1,1.8168069367615631
84,1,2,PASTE,53.373998165130615,0.3388469521982069,False,0.9,293.9087290133283
85,1,2,PASTE,1330.4509508609772,0.8618238840013034,True,0.9,1.3449655100835745
86,1,2,PASTE,50.34503507614136,0.3242535872464185,False,0.999,326.358405043282
87,1,2,PASTE,1014.8180270195008,0.8619234459288226,True,0.999,1.2855959654189335
88,1,2,PASTE,53.05669808387756,0.3192875589828987,False,0.99999,326.65498195571
89,1,2,PASTE,1057.5154287815094,0.8619234459288232,True,0.99999,1.2850020265294322
90,2,0,uniform,0.0,0.1745804219645231,,,-1.0
91,2,0,maximal,0.0,0.9317744154057772,,,-1.0
92,2,0,init,1057.5154287815094,0.8553711588120867,,,-1.0
93,2,0,PASTE,75.25260806083679,0.531916957089317,False,1e-05,1.5697486980600035
94,2,0,PASTE,45.52381992340088,0.5266996724436318,True,1e-05,1.55376104725597
95,2,0,PASTE,96.35013365745544,0.7582023749074878,False,0.001,1.7734387623845866
96,2,0,PASTE,42.046432971954346,0.7595699675110148,True,0.001,1.7736165198386291
97,2,0,PASTE,25.00419020652771,0.174580421964523,False,0.1,41.29526848244743
98,2,0,PASTE,478.11977767944336,0.858728164019698,True,0.1,1.6828688202746696
99,2,0,PASTE,43.02691197395325,0.402111612957047,False,0.9,266.8723924850395
100,2,0,PASTE,273.8623790740967,0.8564612103396481,True,0.9,0.5832609345983848
101,2,0,PASTE,50.00977396965027,0.3544579702018556,False,0.999,299.92968054057826
102,2,0,PASTE,267.7902946472168,0.8562806524615166,True,0.999,0.4466166247533618
103,2,0,PASTE,38.81182289123535,0.3521027945712268,False,0.99999,300.56007437717284
104,2,0,PASTE,276.8881840705872,0.8562769955930988,True,0.99999,0.4452500287813428
105,2,1,uniform,0.0,0.1663196118623001,,,-1.0
106,2,1,maximal,0.0,0.9213204951856946,,,-1.0
107,2,1,init,276.8881840705872,0.8290505392130079,,,-1.0
108,2,1,PASTE,57.82636523246765,0.5675399096310024,False,1e-05,1.81693258846894
109,2,1,PASTE,72.27388024330139,0.5668608692365075,True,1e-05,1.8162167538307576
110,2,1,PASTE,75.5155041217804,0.7515682654691591,False,0.001,1.8492852724550768
111,2,1,PASTE,56.127716064453125,0.7488426149149793,True,0.001,1.8490769939447
112,2,1,PASTE,518.1682457923889,0.8281769362333155,False,0.1,2.151990586883842
113,2,1,PASTE,465.3955352306366,0.8281769362333155,True,0.1,2.151990586883842
114,2,1,PASTE,572.723130941391,0.8255530414483181,False,0.9,4.2497524216801645
115,2,1,PASTE,474.0321781635285,0.8255530414483181,True,0.9,4.2497524216801645
116,2,1,PASTE,32.00294804573059,0.3102010351470122,False,0.999,299.7100586783771
117,2,1,PASTE,423.10378074646,0.8256349706574696,True,0.999,4.508905860212466
118,2,1,PASTE,31.435760259628296,0.3194443780130378,False,0.99999,300.15825668144885
119,2,1,PASTE,416.51360511779785,0.8256349706574696,True,0.99999,4.511497283243723
120,2,2,uniform,0.0,0.1659149129060315,,,-1.0
121,2,2,maximal,0.0,0.9206393718452048,,,-1.0
122,2,2,init,416.51360511779785,0.8406006042037372,,,-1.0
123,2,2,PASTE,39.70646095275879,0.5350330111796203,False,1e-05,1.886531630503527
124,2,2,PASTE,39.25437331199646,0.5426110585204093,True,1e-05,1.8866820018328705
125,2,2,PASTE,75.58210492134094,0.7409442591736887,False,0.001,1.9177430549632344
126,2,2,PASTE,40.261297941207886,0.7426374419633788,True,0.001,1.9177138436188192
127,2,2,PASTE,357.69683384895325,0.8284708408194116,False,0.1,2.219590987188369
128,2,2,PASTE,297.8558671474457,0.8284708408194116,True,0.1,2.219590987188369
129,2,2,PASTE,385.24255895614624,0.8268754925440702,False,0.9,4.221925257272806
130,2,2,PASTE,357.58444809913635,0.8268754925440702,True,0.9,4.221925257272806
131,2,2,PASTE,30.605979204177856,0.330810041989562,False,0.999,290.8793878388925
132,2,2,PASTE,402.8738980293274,0.8268351981283852,True,0.999,4.469085396891782
133,2,2,PASTE,32.30104184150696,0.3277269879245902,False,0.99999,290.5171520574804
134,2,2,PASTE,396.7529859542847,0.8268351981283852,True,0.99999,4.471556846925076
135,0,0,PASTE,42.18253493309021,0.516182739897116,False,0.0,2.0299305677784294
136,0,0,PASTE,45.345263957977295,0.516182739897116,True,0.0,2.0299305677784294
137,0,0,PASTE,623.528256893158,0.8160379839583314,False,0.5,1.475734749767892
138,0,0,PASTE,260.3613948822021,0.8161274891257124,True,0.5,1.475734068418887
139,0,0,PASTE,43.637051820755005,0.2578956112163947,False,1.0,354.939291142829
140,0,0,PASTE,320.4646463394165,0.8158755326206774,True,1.0,0.8259633451543021
141,0,1,PASTE,50.399354219436646,0.489728786680576,False,0.0,2.0549824274187576
142,0,1,PASTE,52.00284004211426,0.489728786680576,True,0.0,2.0549824274187576
143,0,1,PASTE,30.822911024093628,0.2081957280631343,False,0.5,246.56116833118767
144,0,1,PASTE,91.57852721214294,0.2202493723844567,True,0.5,4.400422546742151
145,0,1,PASTE,29.303373098373413,0.2081957280631343,False,1.0,490.8907927368107
146,0,1,PASTE,75.61803698539734,0.2200335587153922,True,1.0,6.562933532921022
147,0,2,PASTE,53.2494740486145,0.5596425782470792,False,0.0,2.0818386743940795
148,0,2,PASTE,51.439314126968384,0.5596425782470792,True,0.0,2.0818386743940795
149,0,2,PASTE,30.07000708580017,0.2469924390292498,False,0.5,248.5151971194352
150,0,2,PASTE,137.41659379005432,0.873643998857615,True,0.5,1.7723086696480372
151,0,2,PASTE,55.27986598014832,0.2789285171961291,False,1.0,437.8885908600963
152,0,2,PASTE,57.74626588821411,0.8694228367101251,True,1.0,1.3566531399204356
153,1,0,PASTE,33.2064368724823,0.6794222754578051,False,0.0,1.7900390251491614
154,1,0,PASTE,28.969592094421387,0.6794222754578051,True,0.0,1.7900390251491614
155,1,0,PASTE,860.608934879303,0.912695856984272,False,0.5,1.8839362676246492
156,1,0,PASTE,572.228933095932,0.912695856984272,True,0.5,1.8839362676246492
157,1,0,PASTE,29.54315686225891,0.4352174701171852,False,1.0,289.72755351788004
158,1,0,PASTE,728.5039391517639,0.9131743453464926,True,1.0,1.8945788327167343
159,1,1,PASTE,37.95770907402039,0.5643908872841104,False,0.0,1.7880183559096297
160,1,1,PASTE,36.88588786125183,0.5643908872841104,True,0.0,1.7880183559096297
161,1,1,PASTE,179.252779006958,0.5932013306356861,False,0.5,6.727162590510245
162,1,1,PASTE,40.53848290443421,0.5918059902180908,True,0.5,6.689828116455336
163,1,1,PASTE,515.9217128753662,0.4393404748493547,False,1.0,13.075736875932275
164,1,1,PASTE,42.89885401725769,0.5912732391852152,True,1.0,11.478875675439069
165,1,2,PASTE,42.70803189277649,0.6033882734151554,False,0.0,1.7462917399029798
166,1,2,PASTE,43.01984977722168,0.6033882734151554,True,0.0,1.7462917399029798
167,1,2,PASTE,615.3631222248077,0.8625298685782554,False,0.5,1.5871849423092497
168,1,2,PASTE,723.0377681255341,0.8620237621133683,True,0.5,1.5841974519056832
169,1,2,PASTE,36.14186310768128,0.3192875589828987,False,1.0,326.65822920031354
170,1,2,PASTE,739.1276700496674,0.8619234459288232,True,1.0,1.2849960270846932
171,2,0,PASTE,27.05888628959656,0.5121771051848699,False,0.0,1.5584068018209147
172,2,0,PASTE,27.385399103164676,0.5121771051848699,True,0.0,1.5584068018209147
173,2,0,PASTE,313.62402415275574,0.8567109439786842,False,0.5,1.135053976897713
174,2,0,PASTE,142.65708684921265,0.8567109439786844,True,0.5,1.1350542987382042
175,2,0,PASTE,37.63687705993652,0.3521027945712268,False,1.0,300.5630609173588
176,2,0,PASTE,190.8143961429596,0.8562769955930988,True,1.0,0.4452362247845973
177,2,1,PASTE,28.118998050689697,0.5463371394671199,False,0.0,1.8125106089814496
178,2,1,PASTE,27.76990222930908,0.5463371394671199,True,0.0,1.8125106089814496
179,2,1,PASTE,437.58839082717896,0.8259117710364119,False,0.5,3.202436009557052
180,2,1,PASTE,394.70348620414734,0.8259117710364119,True,0.5,3.202436009557052
181,2,1,PASTE,27.626755714416504,0.3133068619184227,False,1.0,300.2336558704365
182,2,1,PASTE,395.7110588550568,0.8256349706574696,True,1.0,4.511523459235315
183,2,2,PASTE,25.191936016082764,0.5275523896877063,False,0.0,1.8842727460073287
184,2,2,PASTE,25.39226007461548,0.5275523896877063,True,0.0,1.8842727460073287
185,2,2,PASTE,324.8949739933014,0.82759539764214,False,0.5,3.2230376435337744
186,2,2,PASTE,265.22336888313293,0.82759539764214,True,0.5,3.2230376435337744
187,2,2,PASTE,24.48552799224853,0.3314625990176027,False,1.0,290.3165235381855
188,2,2,PASTE,324.40333700180054,0.8268351981283852,True,1.0,4.471581811068272
189,0,0,PASTE_prior,29.240418195724487,0.3071197730388523,False,0.1,46.37414473892886
190,0,1,PASTE_prior,34.39127326011658,0.3762098518403393,False,0.1,49.88254359193638
191,0,2,PASTE_prior,38.10289001464844,0.44978976871137444,False,0.1,50.94914933256924
192,1,0,PASTE_prior,18.48624062538147,0.8007468701338886,False,0.1,38.42699517414168
193,1,1,PASTE_prior,20.218023777008057,0.6670316675453516,False,0.1,43.661589215085286
194,1,2,PASTE_prior,23.7032310962677,0.4858950476752068,False,0.1,45.75872810513424
195,2,0,PASTE_prior,323.53877806663513,0.8252592326367965,False,0.1,1.7605969466655953
196,2,1,PASTE_prior,303.16527104377747,0.7909777099914495,False,0.1,2.0481938332987104
197,2,2,PASTE_prior,412.8589551448822,0.8011496473655197,False,0.1,2.163132154710015
